dwc:stateProvince	dwc:countryCode	dwc:collectionID	dwc:decimalLongitude	dwc:recordedBy	idigbio:uuid	dwc:month	commonname	dwc:collectionCode	dwc:day	taxonid	dwc:decimalLatitude	dwc:occurrenceID	dwc:basisOfRecord	dwc:institutionID	dwc:institutionCode	dwc:year	dwc:scientificName	dwc:continent	dwc:catalogNumber
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.809	Edward Gilbert	34d4729a-acc1-4c86-abc8-21532de6c1aa	6		Plants	14	3032671	35.0203	00902e7b-2816-4709-b3e1-249a2fcdbb2f	PreservedSpecimen		ASU	2001	Heuchera rubescens var. versicolor	north america	ASU0053350
California			-120.3787	Marcus E. Jones	35925a1a-56c6-46ef-8166-05b3dc1e57b9			VascularPlants		3032671	39.3225	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?POM92879&related=yes	PreservedSpecimen		POM		Heuchera rubescens var. glandulosa	north america	POM92879
ARIZONA		17a53c97-835b-409e-8a9a-c9a7307a4965	-109.492808	G. Rink	0cc2058e-6638-40a8-b1f5-7a1d6d0ab167	6			26	3032671	33.966316	805c42af-089f-4b4c-bbe3-5b1a2543e146	PreservedSpecimen		ASC	2010	Heuchera rubescens var. versicolor	north america	98505
California			-119.06222	Art Whistler	3b85c87f-cbf8-49d0-8806-4083459992eb			VascularPlants		3032671	37.32028	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR19778&related=yes	PreservedSpecimen		UCR		Heuchera rubescens var. alpicola	north america	UCR19778
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-109.97	S.B. Bingham	468b4090-55f0-4284-892e-659d6c8f655b	8		Plants	15	3032671	32.71	31acf235-bf35-452b-80a0-92a0c83247b2	PreservedSpecimen		ASU	1969	Heuchera rubescens var. versicolor	north america	ASU0053347
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.313	Steve Jones	46a90302-d2a5-40d1-8731-f80dbc68339f	8		Plants	18	3032671	33.692	6c49751d-5d05-4e13-8c4d-c42eb2ee7918	PreservedSpecimen		ASU	1988	Heuchera rubescens var. versicolor	north america	ASU0089104
California			-120.3219	A. A. Heller	49a45f08-ae4b-43d0-a131-90099f3ed82d			VascularPlants		3032671	39.31994	4805d0df-42ef-43f4-9a9e-f114370116db	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC58348
California			-119.23629	Adele Lewis Grant	07ebf576-4d96-4e0c-9007-b871ced0542c			VascularPlants		3032671	37.23626	038d8e65-b6ac-416a-adf6-6cd8b48fdab5	PreservedSpecimen		JEPS		Heuchera rubescens	north america	JEPS49751
California			-120.05462	Dean W. Taylor	09254446-ad40-4748-b6e7-8b8d9f848a4f			VascularPlants		3032671	38.704368	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCD102669&related=yes	PreservedSpecimen		UCD		Heuchera rubescens	north america	UCD102669
California			-118.5777	M. B. Dunkle	604f5f17-6a67-4868-9080-f5e5fa6db7cc			VascularPlants		3032671	36.6629	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?RSA468107&related=yes	PreservedSpecimen		RSA		Heuchera rubescens	north america	RSA468107
California			-118.606	H. Dearing, M. Dearing	64785121-fa7c-41b4-8785-4ae7697024e4			VascularPlants		3032671	37.217	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?SBBG2697&related=yes	PreservedSpecimen		SBBG		Heuchera rubescens	north america	SBBG2697
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-110.188	J. Jeremy Buegge	7826ea26-343d-4e3a-af5f-e47c78bfcddc	7		Plants	17	3032671	32.8842	674fa8b8-2cf1-4ea3-95c6-498fd76e6beb	PreservedSpecimen		ASU	1999	Heuchera rubescens var. versicolor	north america	ASU0053421
California			-122.60466	Geo. D. Butler	596847de-8852-46b3-b384-0ab884ed3c72			VascularPlants		3032671	41.80379	52c7eca8-c011-45d4-a3cd-9228f880a742	PreservedSpecimen		JEPS		Heuchera rubescens	north america	JEPS49752
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-109.858	J. S. Bricker; D. Valenciano	72c5a689-9fde-4f25-a7de-34795b49fae0	8		Plants	11	3032671	32.6917	a03210e7-451e-4798-92fa-625dc1d44a03	PreservedSpecimen		ASU	1988	Heuchera rubescens var. versicolor	north america	ASU0053404
California			-115.30473	P. A. Munz	8de01a03-d165-4e5a-812d-c845c6b32109			VascularPlants		3032671	35.264156	c0059d97-d0ea-4903-9699-ada49195b61e	PreservedSpecimen		UC		Heuchera rubescens	north america	UC569204
California			-115.5288	Mary Beal	92e4aacb-49f5-41d5-a8df-6dde58054071			VascularPlants		3032671	34.9487	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?SD46187&related=yes	PreservedSpecimen		SD		Heuchera rubescens	north america	SD46187
California			-118.2243	Annie M. Alexander, Louise Kellogg	94587d41-ed41-4f4d-80e7-bb01bec010d8			VascularPlants		3032671	36.4992	e1064332-7bd8-43d7-ab42-e9b3980ac5d6	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC704047
California			-121.3606	H. M. Hall	a7a550cd-72be-4c78-bfd7-82ac6d11e2de			VascularPlants		3032671	39.9922	e778ed3f-5aad-49b0-becc-33ac9f0d92a4	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC420444
California			-118.99789	Ann Howald	a48dac6e-82e2-4e8b-9285-8159d48af748			VascularPlants		3032671	37.62572	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR243428&related=yes	PreservedSpecimen		UCR		Heuchera rubescens var. alpicola	north america	UCR243428
California			-118.7466	A. S. Crafts	80dc0e03-4464-4dc0-b64c-229fe46d1e81			VascularPlants		3032671	37.4358	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCD102650&related=yes	PreservedSpecimen		UCD		Heuchera rubescens	north america	UCD102650
California			-118.2340	Victor Duran	812b0e36-f893-4790-9b24-180de230aa7a			VascularPlants		3032671	37.2929	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCD102653&related=yes	PreservedSpecimen		UCD		Heuchera rubescens	north america	UCD102653
Colorado		f5da8b4f-e389-4436-b71d-1c3e0a4baacc	-108.5733314	Vlad Siplivinksy; Hans Beck	02461ef4-ba9f-4e9d-8f20-7e81d0097f17	0		V	0	3032671	38.836312	691a4c1d-d7cf-45b2-a7e0-cdc0e5398707	PreservedSpecimen		COLO	1982	Heuchera rubescens	north america	00735423
California			-120.6521	G. T. Nordstrom	e34f5e85-59c7-49d5-b153-074e77d66e58			VascularPlants		3032671	39.2519	f35ac9da-9d8d-4836-86d5-cd8a0636fc50	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC570062
California			-120.0212	Gladys L. Smith	e86d1eff-12ce-4f51-b93c-96e1546d3a0d			VascularPlants		3032671	38.7936	73eaf71f-2448-457c-b087-6cae50a0d44c	PreservedSpecimen		JEPS		Heuchera rubescens	north america	JEPS71842
Utah				Noel H Holmgren; Patricia K Holmgren	fbce2d14-fd2e-4d95-af2f-790336d27821	6		KANU	5	3032671		0cacdaee-ba8b-11e3-8cfe-90b11c41863e	PreservedSpecimen	http://grbio.org/cool/iakn-125z	KU	1986	Heuchera rubescens var. rubescens	North America	318514
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-110.821	David J. Keil	7a94fcf1-1359-4195-91e8-eb06c347cbc2	9		Plants	14	3032671	33.2822	e8eac98a-9bc7-41dc-8ef9-833e6498105b	PreservedSpecimen		ASU	1968	Heuchera rubescens var. versicolor	north america	ASU0053386
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-110.821	S. Forbes	279b187f-fd3a-48b1-ae69-0f40f4269186	8		Plants	7	3032671	33.2822	8c2b819f-39f4-4a06-987d-df234511c552	PreservedSpecimen		ASU	1981	Heuchera rubescens var. versicolor	north america	ASU0053372
Nevada		e17877f2-e68c-45be-aea2-7aaa09fce8be	-119.339623	F.B. Headley	46cc5f9f-d146-44e2-af12-ee68625613a8	6		V	19	3032671	40.12185	6ccb1069-56a8-43cd-8b50-eb272ec85d0a	PreservedSpecimen		RENO	1912	Heuchera rubescens	north america	36554
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-113.6483	Liz Makings; Andrew Johnston, Alison Willis, Walter Fertig	46ee127e-ec4e-4d60-aac7-4c4a277bc4f3	6		Plants	22	3032671	36.28261	3e42f7ba-bf75-475b-9990-ed33800aa847	PreservedSpecimen		ASU	2017	Heuchera rubescens	north america	
Arizona		85255107-9afe-4ad5-a592-ecd98606b53c	-111.6675	G. A. Goodwin	864fc52b-e597-4a5a-944e-561c0ae1ece1	7		COC	13	3032671	35.34	843f6ae6-1315-4117-8559-0cc2008e4227	PreservedSpecimen		USFS	1978	Heuchera rubescens	north america	1707
New Mexico		b15cc20f-82fe-4c2f-9eda-43514748112c		M. Howard	4c4ea2f9-bf68-40ac-a6e1-d6b9b8076910	9		LCDO	1	3032671		cfec0638-cd16-4007-8f6f-b22489868d63	PreservedSpecimen		BLM	2008	Heuchera rubescens	north america	3293
California			-118.5670	W. R. Dudley	746083f7-4701-4869-839f-a570fa7a4028			VascularPlants		3032671	36.3941	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS40978&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS40978
California			-120.3491	John Thomas Howell	eda0c8b5-44d7-40eb-a9f8-82a072f18117			VascularPlants		3032671	39.3655	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS312215&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS312215
California			-118.5331	Isabel McCracken	2bb7465e-2578-41a7-a097-296c856f8198			VascularPlants		3032671	36.4907	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS162013&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS162013
California			-119.5950	E. R. Blakley	273f1d0b-13d9-4a15-8633-d5ae278573fc			VascularPlants		3032671	34.7000	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS451470&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS451470
California			-120.6085	D. L. Smith, G. L. Stebbins	9f5bd4db-8638-4e63-9f84-11e01050b3f0			VascularPlants		3032671	39.0121	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS652824&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS652824
California			-120.0770	L. R. Abrams	7fbd320b-29e6-4f0d-a691-1ddedab36622			VascularPlants		3032671	38.8740	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS191307&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS191307
California			-120.0988	Le Roy Abrams	4e72618e-e589-4d06-8302-b84e77496acb			VascularPlants		3032671	38.9060	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS40896&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS40896
California			-116.6806	Winifern W. Swarth	0f42e1ed-df7f-4759-8fba-666c8f3c9465			VascularPlants		3032671	33.8145	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS144574&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS144574
California			-115.5739	Robert F. Thorne, L. DeBuhr, W. Wisura, B. Prigge	d15a8665-77b0-416e-9fff-d49d248a2a7f			VascularPlants		3032671	35.5368	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS1014296&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS1014296
California			-116.8481	J. C. Roos	0fb22ee9-4cb2-450e-ae3c-f82798b35918			VascularPlants		3032671	34.1462	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS915949&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS915949
New Mexico		http://biocol.org/urn:lsid:biocol.org:col:15556	0	C. Wright	bf394337-0077-4e04-bad5-79d433913edd	0		NY	0	3032671	0	b079fdb5-fcd2-41ee-b2d9-51ed350db20c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	1851	Heuchera rubescens var. nana A.Gray	North America	186052
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		R Fitz	e616fa5b-dc73-4040-9660-4e7c04bb00aa	7		UTC	6	3032671		USU:UTC:129109	PreservedSpecimen		USU	1969	Heuchera rubescens	north america	UTC00129109
Nevada		06bf658d-f555-4c9c-ab93-fc2d7db7086e		Noel H. Holmgren; JL Reveal	06be8d5c-bdf9-4c0a-8808-417c7c5f897f	6		UTC	18	3032671		USU:UTC:119247	PreservedSpecimen		USU	1964	Heuchera rubescens	north america	UTC00119247
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		WP Cottam	0caed65b-e85c-41ed-8f5a-464139c91fdb	4		UTC	24	3032671		USU:UTC:35506	PreservedSpecimen		USU	1931	Heuchera rubescens	north america	UTC00035506
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		AH Holmgren; LM Shutlz; shultz	199a639d-fe6e-4ef0-8656-1bfb6321518c	6		UTC	18	3032671		USU:UTC:151281	PreservedSpecimen		USU	1977	Heuchera rubescens	north america	UTC00151281
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		Bassett Maguire; RJ Becraft	259559d9-1b9b-4723-8710-dcc2e34d40b2	6		UTC	20	3032671		USU:UTC:7175	PreservedSpecimen		USU	1933	Heuchera rubescens	north america	UTC00007175
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		R.J. Shaw	7c50a661-25d8-4817-8a8c-cb31483777bb	6		UTC	21	3032671		USU:UTC:217987	PreservedSpecimen		USU	1995	Heuchera rubescens	north america	UTC00217987
Nevada		06bf658d-f555-4c9c-ab93-fc2d7db7086e		B Ertter; JL Strachan	6078ea2f-ccd7-4d0c-9e82-00cd6e5df098	7		UTC	27	3032671		USU:UTC:194984	PreservedSpecimen		USU	1983	Heuchera rubescens	north america	UTC00194984
Utah		06bf658d-f555-4c9c-ab93-fc2d7db7086e		A Taye	be0ba665-b0f5-41db-bf3d-b616c8c0fc2c	7		UTC	10	3032671		USU:UTC:195118	PreservedSpecimen		USU	1984	Heuchera rubescens	north america	UTC00195118
Nevada		06bf658d-f555-4c9c-ab93-fc2d7db7086e		IW Clokey	cc643f47-c56e-4ef2-a4f8-28e1fd431c9a	7		UTC	16	3032671		USU:UTC:31201	PreservedSpecimen		USU	1936	Heuchera rubescens	north america	UTC00031201
Nevada		06bf658d-f555-4c9c-ab93-fc2d7db7086e		A Tiehm; M Willliams	e6dc239f-b52c-42f1-9e84-293bd7fe5bf1	7		UTC	4	3032671		USU:UTC:168208	PreservedSpecimen		USU	1980	Heuchera rubescens	north america	UTC00168208
Nevada		06bf658d-f555-4c9c-ab93-fc2d7db7086e		S Goodrich	d3109680-2822-45c0-b5a2-30b3ea3b7209	6		UTC	21	3032671		USU:UTC:174792	PreservedSpecimen		USU	1978	Heuchera rubescens	north america	UTC00174792
New Mexico		274317fa-b413-42b6-bb9a-cfe8f2e54962		L. Goding	39d30150-0f2c-45b1-833c-8aabc79b7ed8	10		Vascular Plants	12	3032671		ba9b6181-461a-47c6-b505-ce2eaa9c5ad8	PreservedSpecimen		UNM	1963	Heuchera rubescens var. versicolor	north america	
New Mexico		274317fa-b413-42b6-bb9a-cfe8f2e54962		N. Osborn	5a2f9a89-166c-4de2-a968-41173f509053	6		Vascular Plants	24	3032671		7d54e06b-9ca4-4ab4-b879-052477c443d0	PreservedSpecimen		UNM	1960	Heuchera rubescens var. versicolor	north america	
California			-122.9438	J. O. Sawyer	426aa714-c73a-4e8d-92f9-527a5af19b20			VascularPlants		3032671	41.2957	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?HSC22256&related=yes	PreservedSpecimen		HSC		Heuchera rubescens	north america	HSC22256
California			-115.5103	T. S. Brandegee	01e91fda-4d32-412c-9d69-bf2c3af0b666			VascularPlants		3032671	34.9636	3bfc18c8-aa19-4587-b574-0a781bd180bf	PreservedSpecimen		UC		Heuchera rubescens var. alpicola	north america	UC114828
California			-118.7240	R. S. Woglum	07695421-9684-47cb-bd7c-954405a6687c			VascularPlants		3032671	37.4739	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCD102673&related=yes	PreservedSpecimen		UCD		Heuchera rubescens	north america	UCD102673
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.68	D. J. Pinkava; T.H. Lindsay, R.K. Brown, L.A. McGill	7611c3fe-1358-48fc-860d-078fc9e2af44	7		Plants	10	3032671	35.33	95723d88-4729-44e4-84a6-2626d53436d9	PreservedSpecimen		ASU	1973	Heuchera rubescens var. versicolor	north america	ASU0053349
California			-120.1386	Barbara Ertter, Gary Schoolcraft	781779f5-0cd6-4745-b5fd-7e694e85eb5a			VascularPlants		3032671	40.3708	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?RSA516997&related=yes	PreservedSpecimen		RSA		Heuchera rubescens	north america	RSA516997
California			-120.11865	G. Thomas Robbins	b7e868cc-19ee-48fd-b38f-58bac6ddd618			VascularPlants		3032671	38.944756	6bf14e49-c902-4585-bd8f-1b8c987cfa28	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC747339
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.837778	Edward Gilbert	9dbcbd5c-9703-4c94-98a3-80a6f80e1ce2	7		Plants	1	3032671	35.021944	b372cc6e-83b2-459c-9beb-a7c9873967cd	PreservedSpecimen		ASU	2000	Heuchera rubescens var. versicolor	north america	ASU0053303
California			-120.051	D. Myrick	a645e226-3cc0-4d05-8bcf-22053331d5e6			VascularPlants		3032671	38.9254	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?SBBG11923&related=yes	PreservedSpecimen		SBBG		Heuchera rubescens	north america	SBBG11923
California			-119.4893	Chestnut and Drew	a25f09ee-9578-4e80-a9a1-3b658dfc000a			VascularPlants		3032671	37.7677	4c3001c4-1e38-4441-972b-7b39bdbe83b2	PreservedSpecimen		UC		Heuchera rubescens var. rydbergiana	north america	UC73113
California			-117.96583	Annie M. Alexander, Louise Kellogg	a526e0d9-321e-420d-9d93-51b7c6747c94			VascularPlants		3032671	37.09106	367e29b7-ccb1-4d86-b831-45e668e09281	PreservedSpecimen		UC		Heuchera rubescens var. glandulosa	north america	UC669915
California			-118.27222	John Minnich	c7b99abd-5e7c-429b-8d61-0f632ddf9e2f			VascularPlants		3032671	36.575	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR3864&related=yes	PreservedSpecimen		UCR		Heuchera rubescens var. alpicola	north america	UCR3864
California			-123.2342	Frederick W. Oettinger	be9138ec-8840-4cc2-bda0-4e8735ef666b			VascularPlants		3032671	41.4169	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?HSC30651&related=yes	PreservedSpecimen		HSC		Heuchera rubescens	north america	HSC30651
Texas				Ernest J Palmer	c0197105-b44a-47c2-9c85-c5a603c29362	6		KANU	11	3032671		03fab755-ba8b-11e3-8cfe-90b11c41863e	PreservedSpecimen	http://grbio.org/cool/iakn-125z	KU	1926	Heuchera rubescens	North America	239516
California			-117.0849	John C. Roos	73767f0e-d892-40c3-9a9f-ca0ebec91672			VascularPlants		3032671	36.1799	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR24413&related=yes	PreservedSpecimen		UCR		Heuchera rubescens	north america	UCR24413
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.651	Chester F. Deaver	96916a73-77af-46a9-9520-a97b74b8949d	7		Plants	14	3032671	35.1981	6787cc7c-96a5-4a7a-bb8c-750a4cfcd3a2	PreservedSpecimen		ASU	1959	Heuchera rubescens var. versicolor	north america	ASU0053440
California			-118.5753	M. B. Dunkle	8ae73258-b920-4030-982f-8ae1323e851d			VascularPlants		3032671	36.5989	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?RSA468106&related=yes	PreservedSpecimen		RSA		Heuchera rubescens	north america	RSA468106
California			-118.3067	J. O. Sawyer, K. A. Sawyer	7ce7be5b-8fae-4d1a-9e45-0454431568f0			VascularPlants		3032671	36.5822	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?HSC75650&related=yes	PreservedSpecimen		HSC		Heuchera rubescens	north america	HSC75650
Arizona		17a53c97-835b-409e-8a9a-c9a7307a4965	-111.681472	M. Licher	80c75d80-331c-4e25-af06-dad4b6b99fe1	7			8	3032671	35.332944	4ea8b0a0-0985-4318-8a35-2d86fb58c851	PreservedSpecimen		ASC	2009	Heuchera rubescens var. versicolor	north america	95361
California			-118.6038	Barbara L. Rice, J. Major, R. H. Pemble, M. D. Fleschner	f051c597-f447-4421-a67b-be6984e55afe			VascularPlants		3032671	36.4433	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCD102663&related=yes	PreservedSpecimen		UCD		Heuchera rubescens	north america	UCD102663
Oregon				Arthur J Cronquist	f185cd93-b306-4fe7-90b0-ff98cf11d9fc	5		KANU	31	3032671		0c4f8b83-ba8b-11e3-8cfe-90b11c41863e	PreservedSpecimen	http://grbio.org/cool/iakn-125z	KU	1959	Heuchera rubescens	North America	239521
ARIZONA		17a53c97-835b-409e-8a9a-c9a7307a4965	-111.9922	M. Schilling	db9e3259-fd4a-47ab-bb9b-04d27fd79245	9			3	3032671	35.145	14030eab-e057-4137-b9f7-435f644dfb10	PreservedSpecimen		ASC	1979	Heuchera rubescens var. versicolor	north america	42566
California			-119.08596	Melanie Arnett	dd14d011-312e-4604-a0e0-ef23424988ae			VascularPlants		3032671	37.610878	ff1fb295-d2a0-4d44-a6f0-23bba5d3cdd7	PreservedSpecimen		JEPS		Heuchera rubescens var. rydbergiana	north america	JEPS99845
California			-116.8282	Darley F. Howe	cc2889d9-30cd-4325-bcc2-08dd5e7020ca			VascularPlants		3032671	34.1001	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?SD45591&related=yes	PreservedSpecimen		SD		Heuchera rubescens	north america	SD45591
California			-120.6343	Gordon H. True	f3385b63-e19a-404c-b306-53ae49c3f5c9			VascularPlants		3032671	39.4121	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS893318&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS893318
California			-120.0541	Donald Myrick	98b5bb8e-387b-4def-85ec-c939a9063189			VascularPlants		3032671	38.9226	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS893316&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS893316
California			-118.3067	C. V. Morton	f1242aa1-4ee3-4f2b-b7a6-36d2afb863d9			VascularPlants		3032671	36.5822	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS893328&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS893328
California			-118.0415	Barbara Ertter, Robert Holland and Virginia Dains	3a4bb09c-7220-447c-a336-11f4b95a5dcf			VascularPlants		3032671	35.8313	9a4117de-f8ed-48e6-bef5	PreservedSpecimen		UC		Heuchera rubescens	north america	UC1949160
California			-118.2278	James D. Morefield, Douglas H. McCarty	3c7f522a-d2cd-46be-91b2-962c10ca5366			VascularPlants		3032671	37.6667	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?RSA464004&related=yes	PreservedSpecimen		RSA		Heuchera rubescens	north america	RSA464004
Idaho	US		-111.576544	Ray J. Davis	1dfe5df7-fb77-4930-8e54-df364a764a75	5		Vascular	8	3032671	42.145536	6c110deb-cdd0-46c8-b334-e615fd16424d	PreservedSpecimen		IDS	1939	Heuchera rubescens var. rubescens	north america	2012.009
Arizona		edb9860c-c481-4d19-88cc-224a536ebcd4	-109.563	L. A. McGill; J. Dahl	95fcc9a0-a104-4470-8b4d-92a79bbb295e	7			19	3032671	33.9059	4c95a923-f521-4246-9b18-ba4147c427b1	PreservedSpecimen		DES	1973	Heuchera rubescens var. versicolor	north america	DES00009000
Arizona		a2e32c87-d320-4a01-bafd-a9182ae2e191	-111.039	C. Pase; D. Keil	20578e6b-7c92-4e0a-aeec-85e1b20bd81b	7		Plants	29	3032671	33.8775	bff5e3eb-acd1-4c0f-ac53-c2672ce15067	PreservedSpecimen		ASU	1968	Heuchera rubescens var. versicolor	north america	ASU0053435
Nevada		a3883acd-bc7d-40f2-a6e4-372a3435e5d1		Holmgren, N.H.; Holmgren, P.K.	ba5fa766-3e17-474a-9d99-0314bf85b1b4	6			5	3032671		C4783606-2D3B-47DA-9FCD-5CA872EBCA59	PreservedSpecimen		CM	1984	Heuchera rubescens var. rubescens	north america	CM480426
New Mexico		a00c2322-ea10-4e7c-8955-a6ba71ea9ed8	-108.69581	W.R. Norris, R. Kleinman, M. Donnell	4f5d5f19-03a3-4400-ba70-3ee302a7e2ca	8			4	3032671	33.370387	20053a5d-9b0b-4238-b14d-ac6b6da8a901	PreservedSpecimen		SNM	2007	Heuchera rubescens	north america	19345
Nevada		e17877f2-e68c-45be-aea2-7aaa09fce8be		K. Genz	0bb72553-20b6-444d-98ce-313be7d86279	6		V	13	3032671		0541524a-a631-4b3e-b8de-4a91003c8543	PreservedSpecimen		RENO	1979	Heuchera rubescens	north america	36481
Nevada		e17877f2-e68c-45be-aea2-7aaa09fce8be		I. LaRivers; N. F. Hancock	3a6264f0-5a7a-4add-9152-e97a665d7ab3	7		V	6	3032671		9d0d034f-7f28-43f6-9c2e-21dd10c2cd73	PreservedSpecimen		RENO	1937	Heuchera rubescens	north america	36594
Utah		e17877f2-e68c-45be-aea2-7aaa09fce8be		M. A. Franklin; J. Chandler	9a1780f2-659d-40ad-bb95-8faefe9ca5ab			V		3032671		5b5eb758-7c13-41cc-8468-4ade4a253672	PreservedSpecimen		RENO		Heuchera rubescens	north america	36602
Utah		http://biocol.org/urn:lsid:biocol.org:col:15556	0	H. Stansbury	c31c6f16-c5b4-4d01-8500-9f00936dfdbb	6		NY	26	3032671	0	4bb1ef21-a810-4b92-8e62-2b4b067538e6	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	1850	Heuchera rubescens var. typica Torr.	North America	186050
California			-118.5080	W. R. Dudley	082c0f6c-b7b5-48b1-ac1b-e1766a1a5058			VascularPlants		3032671	36.5500	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS40971&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS40971
California			-118.4738	Scott Brush, James Oliphant	456b6504-e054-4dbf-b672-806c472b05b4			VascularPlants		3032671	36.6589	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS857893&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS857893
California			-115.5581	Carl B. Wolf	c9eda0fc-0ddd-4a03-8308-63b7234b3377			VascularPlants		3032671	35.5613	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS343844&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS343844
California			-120.0319	Gordon H. True, John Thomas Howell	3e27c666-436b-4784-bc09-c56e571da510			VascularPlants		3032671	39.4196	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS893400&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS893400
California			-115.3996	James Hendrickson	9d2f6cae-c099-478c-b711-420e6b3bc0bf			VascularPlants		3032671	35.2232	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?DS731006&related=yes	PreservedSpecimen		DS		Heuchera rubescens	north america	DS731006
California			-119.5092	Mrs. H. P. Bracelin	078a6b2e-1e1f-466f-a727-21595989c28b			VascularPlants		3032671	37.8467	http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?CAS272123&related=yes	PreservedSpecimen		CAS		Heuchera rubescens	north america	CAS272123
