dwc:stateProvince	dwc:countryCode	dwc:collectionID	dwc:decimalLongitude	dwc:recordedBy	idigbio:uuid	dwc:month	commonname	dwc:collectionCode	dwc:day	taxonid	dwc:decimalLatitude	dwc:occurrenceID	dwc:basisOfRecord	dwc:institutionID	dwc:institutionCode	dwc:year	dwc:scientificName	dwc:continent	dwc:catalogNumber
Alaska		http://grbio.org/cool/4w1m-4a6d			96fe09fa-08f7-4e04-92f2-12acc6f8b1a3			CAN		3032654		a55a169c-64e7-4e74-40a5-4c83cf1c40d1	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 154755
Alaska		http://grbio.org/cool/4w1m-4a6d			eb8abba2-f135-4f69-bc98-e1bbf6ec8f7e			CAN		3032654		121b2f60-5a81-a814-e690-7df020e0c15c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66844
Alaska		http://grbio.org/cool/4w1m-4a6d			55a5689c-39d2-4d11-8faa-a64d4c719f0e			CAN		3032654		c197f014-be35-e354-d88d-3dd357158b3c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 267303
Alaska		http://grbio.org/cool/4w1m-4a6d			1ce45e97-5f80-47ca-81fa-33584f8cd61c			CAN		3032654		fe8ca033-867f-67f4-c5b5-ec7113ecd0b7	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66839
Alaska		http://grbio.org/cool/4w1m-4a6d			97752ecb-849a-4f25-8230-0584a4b285bd			CAN		3032654		1f0722a7-00e4-0e44-87a6-3a36c02e5968	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 503832
Alaska		http://grbio.org/cool/4w1m-4a6d			86935056-f5b6-41d8-8390-89e09f6e224b			CAN		3032654		88d2d4af-e83b-83b4-a893-401f43778268	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66834
Alaska		http://grbio.org/cool/4w1m-4a6d			348334d3-a226-4732-85d5-e98a29b13907			CAN		3032654		bb82700c-148c-48c4-da8c-9204ec6bcfea	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 434702
Alaska		http://grbio.org/cool/4w1m-4a6d			6d82ea75-bf1e-479b-8e40-9aaaefffc5e3			CAN		3032654		05cc358c-7fea-fea4-fd88-aad9f77d848b	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66841
Alaska		http://grbio.org/cool/4w1m-4a6d			4b6fd447-153b-4fa8-bcf0-23c14d44c183			CAN		3032654		677725eb-8e1f-e1f4-1182-823096dbf9d4	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 510431
Alaska		http://grbio.org/cool/4w1m-4a6d			a96ffde6-1108-445f-afc9-c51629856060			CAN		3032654		7914d75e-f55a-55a4-5fa6-9baf9fcd0a20	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 253744
Alaska		http://grbio.org/cool/4w1m-4a6d			eb93d51d-e151-4054-a547-c68214c0d8ae			CAN		3032654		aa99b5ad-926a-26a4-deaf-8db1e2a97e67	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 154754
Alaska		http://grbio.org/cool/4w1m-4a6d			b5796488-ebd2-449c-a635-fe063142abad			CAN		3032654		0a424d58-e12c-12c4-5fb8-95cc524e6de5	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66836
Alaska		http://grbio.org/cool/4w1m-4a6d			0a68f711-2d45-473e-8c6d-0328165cb9b7			CAN		3032654		1da6407e-315a-15a4-45ab-eacbf8ae3e81	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 66843
Alaska		http://grbio.org/cool/4w1m-4a6d			e1567da8-3176-427d-85ea-766f67b663db			CAN		3032654		c649f369-83ef-3ef4-0ca7-2f4adb6d25fe	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:34935	CMN		Heuchera glabra	north america	CAN 124902
				Shaw CH	7d6d953d-02b1-400f-9f05-be3f66b31c51			Botany		3032654		http://data.biodiversitydata.nl/naturalis/specimen/L.1169801	PreservedSpecimen				Heuchera glabra Willd.	America	
					3e43762a-b809-4a7c-a610-d3bc367dfd11			Herbarium Berolinense		3032654		http://herbarium.bgbm.org/object/BW05465000	PreservedSpecimen		B		Heuchera glabra	North America	
				Herb Petrop	a8145c2b-7231-4c82-ac0c-fb98c0afb9c6			Botany		3032654		http://data.biodiversitydata.nl/naturalis/specimen/L.1870780	PreservedSpecimen				Heuchera glabra Willd.		
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		e285a960-cdf2-4718-89e2-afd3b6f6634e	0		NY	0	3032654	0	ea7c1272-026d-45b4-8757-f7c5e6aa5b90	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462348
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		be3666f8-e876-4134-8320-1d38cda5196e	0		NY	0	3032654	0	379ff6f1-b126-4973-b99b-74fb3ed1ada8	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462352
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		b556cedc-553a-4512-860f-d9695ac55018	0		NY	0	3032654	0	40f5652a-39e4-4801-96f8-2fcae347ff39	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462356
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		8ccd544e-f193-4941-824c-d5ac8b56b076	0		NY	0	3032654	0	7012cc3c-9d16-40de-8a5a-d9ecf7797e3b	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462365
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		40318190-55df-4c2d-902a-7d31de1fba00	0		NY	0	3032654	0	a707ffe3-b3d2-4d96-b388-602ecc9d7a54	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462368
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		9b2b3665-6569-45f2-a0ca-ca9d45fe53ec	0		NY	0	3032654	0	2816d6c7-4055-47f8-a6e1-897cb9b9a239	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462370
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		94dfbabf-fffe-4115-a56c-b918926e1f4f	0		NY	0	3032654	0	60e3769f-8352-4e56-b399-bb43c2d13572	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462385
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		aac7dafa-1a84-4382-88b8-ddd8b26c8190	0		NY	0	3032654	0	0000f923-2e75-48bf-b5cd-2f4b0f22ffeb	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462387
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		19a89c45-f033-4094-a93f-78e825959e07	0		NY	0	3032654	0	b1ccb3b1-8d89-415b-8fa1-126a30c05ef7	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462393
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		d2b1ae9e-102a-49cb-bec9-66a32f8dd1f3	0		NY	0	3032654	0	2870867f-dd14-4af9-b9db-26e121c844ff	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462406
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		4cc02acb-3992-4908-a668-181a8bb5bdea	0		NY	0	3032654	0	7a44dedf-3e54-47e7-b19c-5d68e4c02ece	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462412
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		d6803edd-d724-4add-be59-008610361765	0		NY	0	3032654	0	44061f2b-5c1a-42ae-b207-2fff95980b4e	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462420
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		d28045ba-c142-4add-8efb-40a7ccb9e00a	0		NY	0	3032654	0	d3fe8227-d9f2-4a75-b46a-13db0a3acd9e	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462364
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		18ed77b1-77e2-4e2c-83c3-dbd64310be56	0		NY	0	3032654	0	c2d155ce-4781-4ae2-9121-da7351137f6b	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462394
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a2aec688-adbb-42e7-8d7c-6aceaa5f90dc	0		NY	0	3032654	0	c68f47ee-6df8-4cbe-8314-f532917473ef	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462399
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		c2afdd61-7636-44a7-af2a-124ff309e6f8	0		NY	0	3032654	0	e48c9023-3d66-4da7-b79a-e3509aa2f012	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462403
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		47ba883e-ce25-4b48-9293-594f31c9310d	0		NY	0	3032654	0	0251e6df-4aed-4a72-9b3d-071c314b69b3	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462363
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		80336813-a5fa-4f2a-af3a-a01f74192749	0		NY	0	3032654	0	97a5c0c9-f6a2-43a8-81cc-6bca246a55ca	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462373
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a4e0b85e-2ff5-4835-b957-48991597944b	0		NY	0	3032654	0	248071df-9622-493a-94dd-eeaadf4382d3	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462382
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		b971d7d9-9dfe-4bac-99db-93b5bbe430bb	0		NY	0	3032654	0	b7b898a8-d60a-4645-8c3a-fcae612baf19	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462383
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		4a547158-9721-4d2a-a35f-4ce24d17fdd6	0		NY	0	3032654	0	eb1a5f75-cd15-472f-9806-a60384585526	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462391
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		5c9dae4f-c698-4f6d-8b43-fe76176523b3	0		NY	0	3032654	0	d469cf14-2336-4729-b117-a2ca1b88e110	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462414
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a2734c15-af67-482a-baaa-76cfbdeea428	0		NY	0	3032654	0	dc21735b-682d-4efb-82b3-a57a21f70bcf	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462347
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		1342449b-d92f-403b-b5f8-eb80e6cd6fca	0		NY	0	3032654	0	d20f71d7-7997-47bc-bac3-c2929c4cd3fb	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462354
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a5814a5e-084d-4bac-a85b-c1b015a4911a	0		NY	0	3032654	0	99037e0a-c30c-410b-8e56-661e34f0cc7c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462366
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		db56a64f-1a1e-4feb-8827-42899942cd00	0		NY	0	3032654	0	1aa82568-d94c-4266-ae51-e8075248b6aa	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462374
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		2d499166-546a-448b-86f0-d03383e67715	0		NY	0	3032654	0	b4b28ffc-2d29-49a3-9e13-7f06b61a7843	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462375
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		2f90371f-e5a8-43fa-97cd-33511f6e378b	0		NY	0	3032654	0	d89a559f-eef4-4b25-b59d-e39afbc54fd4	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462384
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a4cf23f8-019f-428f-bec0-726d7b437d0b	0		NY	0	3032654	0	1eeebe7c-2a14-4544-845f-5518298b91d0	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462390
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		13660adc-1aa8-493f-beae-839ec066b3c7	0		NY	0	3032654	0	d05126b0-e72f-4287-8193-e3f1284266ca	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462398
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		f4f26220-4599-4633-a062-566039643440	0		NY	0	3032654	0	98f9ab6d-6be8-441b-a0ef-619906bcdb1b	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462409
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		103a7e43-c86b-405b-895d-676a71f60e76	0		NY	0	3032654	0	af31195c-db1a-4e09-b60d-b5b56867d8e4	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462422
					629e53c3-243f-4981-ad3b-4b3eafb6f012			Botany		3032654		http://n2t.net/ark:/65665/3fde35129-f1a5-4ec9-8f17-3e3d3b979c0c	MachineObservation	http://biocol.org/urn:lsid:biocol.org:col:34871	US		Heuchera glabra		
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		6664155f-d41b-4223-85d4-e4610302d891	0		NY	0	3032654	0	4f523b59-6a68-4a53-b0f4-a77dfb8af9e2	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462349
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		dc58d48f-76b2-4a56-aa3d-a11a55d5e5cc	0		NY	0	3032654	0	d0b66197-1d52-4c4f-bf98-1ac071355de7	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462355
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		d985d3b2-f52c-4746-a3ea-48d79f393a25	0		NY	0	3032654	0	53aa9b57-4ca0-4434-b5f7-22f952a74a79	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462376
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		79bb517d-cd75-4a58-a5bd-263b933b0ed2	0		NY	0	3032654	0	c3e637de-0407-4450-835c-ff3a1b7926e4	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462378
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		46b4e2b5-1deb-4da2-ad96-4a22e68cf1f5	0		NY	0	3032654	0	91f4b227-07f4-4a5b-acb7-9ddda773c92e	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462395
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		2eadd558-39df-4749-aaef-3f892367044c	0		NY	0	3032654	0	a1e26a10-b102-494e-8ade-d0e344b86433	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462410
					fe3cae78-142e-4dc7-8dd0-e116a684ec95			Herbarium Berolinense		3032654		http://herbarium.bgbm.org/object/BW05465010	PreservedSpecimen		B		Heuchera glabra	North America	
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		55c010a7-831e-4887-a4fd-0dc0431267e9	0		NY	0	3032654	0	0812c5ff-2eb3-46b7-b03c-f837397766a8	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462346
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		cb117050-858c-4673-be71-770def321ee1	0		NY	0	3032654	0	ac13d56e-1e43-4e70-8419-fa5c9268089c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462351
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		90cac6c7-bf0d-4e34-bcb6-b42dc1863f68	0		NY	0	3032654	0	46543b22-db46-4822-9267-7b53ddc359eb	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462367
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		b5a7915d-44f5-49ea-a99e-bda21ee2d4aa	0		NY	0	3032654	0	cc6c46b8-428c-4182-a38c-92a2a35b3cf6	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462372
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		c0714309-c364-41fc-bca6-ddd654b64670	0		NY	0	3032654	0	192209cd-ea5a-4c22-97b6-a7a89ffadf12	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462379
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		034b7bf6-46de-491b-b9fb-da2530e01c4b	0		NY	0	3032654	0	b7b274d2-3ffe-44d9-ab86-8771bc43b898	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462380
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		8af5b4dd-839c-45c8-9476-4bb3dc181a5b	0		NY	0	3032654	0	c839a16a-6a71-47a4-9948-ed9a003a7e4e	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462402
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		a5bd5b88-c6ea-4a2d-83af-44f8d7b0ddad	0		NY	0	3032654	0	bacb54ae-ef95-465f-a279-36dfae5154ec	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462411
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		3c4a843d-569b-4ccd-8304-bba246abe19b	0		NY	0	3032654	0	df7163f9-5bdb-4f0c-b7a4-b1525e1f220c	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462415
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		1b2f9dbb-a95e-4d3d-b34a-c678b9c5ecce	0		NY	0	3032654	0	e1aaad2b-08c1-4743-9112-1695155e83b4	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462418
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		39f5cc64-3a82-4760-89f9-60b621d6c190	0		NY	0	3032654	0	0f604c7c-d00a-4db8-8411-26ce01a40959	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462421
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		1ca6bfba-f964-480f-9490-f55348fdd348	0		NY	0	3032654	0	620cbafc-5f1f-4b4d-8cfc-82ec1423c5ed	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462423
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		870e8cf8-8cac-417f-b245-f6881ae6ceb7	0		NY	0	3032654	0	1a745cfa-bb34-4cf8-adc8-118f0a33e9ad	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		03462344
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		529eeb2d-07ec-4b66-9623-1d37d3c4b6e3	0		NY	0	3032654	0	dfeaecdb-30aa-437e-a32f-7e9eb7c1a801	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462369
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		4aeddae1-b7d8-4fd9-b715-2a9742e5fb87	0		NY	0	3032654	0	f7057ec7-2520-4de6-952c-3343e1d8e177	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462386
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		b25cba4a-71e1-4e59-8435-428b17999dc3	0		NY	0	3032654	0	7171a90e-ba94-4c67-aed9-56914c046682	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462388
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		26a71ed4-1d16-4319-99f4-0f2b796df19c	0		NY	0	3032654	0	7cad471c-c9ac-414a-866b-244dce1d992a	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462389
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		0a3ce2a9-b533-4868-bf0a-89c87be25684	0		NY	0	3032654	0	82f1775f-7912-48de-bd2a-ae31bfcbb9e5	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462407
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		29ea9187-6f3a-4f2d-9d41-2c31e70ebcd2	0		NY	0	3032654	0	cb1bd016-4b36-4b3a-a931-458a1747d83d	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462417
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		5df97c38-3025-4470-a24c-a271573b77b0	0		NY	0	3032654	0	3bf93f34-270c-49ae-bbe5-61757ecfe709	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462419
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		4a00897a-7d07-4fbb-8478-8fb652ef9dba	0		NY	0	3032654	0	821aedc6-41f9-44fe-ae92-f68ec112ed25	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462424
					e2318771-62eb-46b6-bc3f-0023756d243c			Herbarium Berolinense		3032654		http://herbarium.bgbm.org/object/BW05465020	PreservedSpecimen		B		Heuchera glabra	North America	
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		0017b23c-951e-4d82-afca-38c80e64d928	0		NY	0	3032654	0	54f64627-50ef-4af9-aa91-e679fcfa7dd5	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462345
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		fca9fe67-014a-4227-b4b3-f1fe40a7bd82	0		NY	0	3032654	0	801005bc-465b-4a00-bdee-eb8adaea88f6	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462350
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		f741e9d9-62c0-43d9-83ce-b1fa279ee0e3	0		NY	0	3032654	0	32f1267b-a2ef-47c2-a39e-20dd03e45022	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462353
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		f54b1c60-576b-4463-8c4d-0da86f31ad9b	0		NY	0	3032654	0	3c4a8fb6-37f5-4453-b5bf-2ade911f0a9d	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462357
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		3a0f6f7b-fbd3-40ac-bc7d-338bf90be1ea	0		NY	0	3032654	0	7c66f755-d721-46eb-8421-87f6583e6517	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462377
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		38ffb056-b77e-4a65-abe8-2e915d0f7d76	0		NY	0	3032654	0	e2bbe9db-52ec-4fe3-accc-c82bce52122e	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462381
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		e6e5a3cc-8a2f-43ea-8a3b-ca4dfdd4fff5	0		NY	0	3032654	0	c1ac1de0-0056-4c3a-84aa-2afd81afb6c9	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462392
		http://biocol.org/urn:lsid:biocol.org:col:15556	0		6bd01f6f-1314-4b96-a278-b350b90cc1be	0		NY	0	3032654	0	3ed37d29-9266-4aa9-a356-d160d1a914a2	PreservedSpecimen	http://biocol.org/urn:lsid:biocol.org:col:15556	NY	0	Heuchera glabra Willd. ex Roem. & Schult.		3462396
